pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_eqt,st_rad,st_mass,st_teff,sy_dist,ra,dec,download_date
HD 220197 b,HD 220197,1,1,Radial Velocity,2018,1728.0,2.729,9.32,0.832,,,,0.98,0.91,5683.0,64.411,350.4946927,16.6323305,2025-08-09T19:18:00.760902
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,2266.4,3.396,13.7,1.22,381.3940884,1.2,,1.068,1.016,5921.0,46.8778,351.4707282,-20.6167923,2025-08-09T19:18:00.760904
HD 220773 b,HD 220773,1,1,Radial Velocity,2011,3724.7,4.94,13.6,1.21,,,,1.679696,1.16,5940.0,50.5103,351.6144715,8.6428871,2025-08-09T19:18:00.760905
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,218.47,0.74,13.1,1.17,,,,1.41647,1.13,5960.0,64.6498,351.6534162,56.8871415,2025-08-09T19:18:00.760907
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,456.1,1.25,13.1,1.17,,,,1.13864,1.25,6304.0,55.9231,352.836223,-58.209754,2025-08-09T19:18:00.760908
HD 221416 b,HD 221416,1,1,Transit,2019,14.2767,0.1228,9.17,0.836,60.5,0.19,789.15,2.943,1.212,5080.0,95.5483,353.0331863,-21.8012007,2025-08-09T19:18:00.760910
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,10066.0,10.1,12.0,1.07,6992.224954,22.0,,1.947,1.34,5847.0,31.1415,353.3319001,-77.3853286,2025-08-09T19:18:00.760911
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,1173.0,2.306,13.5,1.21,,,,1.850575,1.19,5620.0,55.8535,353.2293802,63.1556146,2025-08-09T19:18:00.760913
HD 222076 b,HD 222076,1,1,Radial Velocity,2016,871.0,1.83,13.5,1.21,,,,4.1,1.07,4806.0,91.1538,354.531982,-70.9032461,2025-08-09T19:18:00.760914
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,3999.0,5.14,13.4,1.2,581.62598481,1.83,,1.85,1.21,5701.0,50.6078,354.5025617,48.9960191,2025-08-09T19:18:00.760916
HD 222237 b,HD 222237,1,1,Radial Velocity,2024,14892.0,10.8,12.8,1.15,1649.52943233,5.19,,0.71,0.76,4751.0,11.4469,354.9078642,-72.7253271,2025-08-09T19:18:00.760917
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,572.38,1.34,12.6,1.12,,,,1.13,1.12,5790.0,42.1586,355.4640788,-5.9862379,2025-08-09T19:18:00.760919
HD 224538 b,HD 224538,1,1,Radial Velocity,2016,1202.05199,2.375,12.7,1.13,2075.737326117,6.531,,1.54,1.23,6097.0,79.0608,359.7164302,-61.5868613,2025-08-09T19:18:00.760920
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,26.6904,0.191,14.0,1.25,,,,1.93,1.31,5894.0,93.5015,359.9749837,-22.4279999,2025-08-09T19:18:00.760922
HD 22496 b,HD 22496,1,1,Radial Velocity,2021,5.09071,0.051,2.22,0.198,,,573.0,0.674,0.684,4385.0,13.5956,53.7565398,-48.4178173,2025-08-09T19:18:00.760923
HD 22532 b,HD 22532,1,1,Radial Velocity,2022,872.6,1.9,13.4,1.19,,,,5.69,1.57,5038.0,161.183,53.8148478,-49.4172669,2025-08-09T19:18:00.760925
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,528.07,1.167,12.3,1.1,,,,0.743475,0.75,5027.0,32.6034,55.2065581,31.8258855,2025-08-09T19:18:00.760927
TOI-411 b,HD 22946,1,3,Transit,2022,4.040295,0.05727,1.362,0.12150971,13.71,0.0431364840210774,1241.0,1.117,1.098,6169.0,62.7792,54.819538,-42.7630276,2025-08-09T19:18:00.760929
TOI-411 c,HD 22946,1,3,Transit,2022,9.573083,0.1017,2.328,0.20769061,9.72,0.0305825400937179,931.0,1.117,1.098,6169.0,62.7792,54.819538,-42.7630276,2025-08-09T19:18:00.760930
HD 22946 d,HD 22946,1,3,Transit,2023,47.42489,0.2958,2.607,0.23258136,26.57,0.0835985689598853,546.0,1.117,1.098,6169.0,62.7792,54.819538,-42.7630276,2025-08-09T19:18:00.760932
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,730.59998,1.6,13.2,1.18,,,,1.07,1.12,5974.0,33.4591,54.9281897,-52.9162344,2025-08-09T19:18:00.760933
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,1211.17,2.37,13.5,1.21,,,,1.49,1.208,5843.0,93.8555,54.8491271,-60.077229,2025-08-09T19:18:00.760934
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,141.63,0.567,13.7,1.22,,,,1.53,1.21,6101.0,108.877,293.017622,16.4743566,2025-08-09T19:18:00.760936
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,192.0,0.747,12.7,1.13,,,,10.9,1.5,4791.0,847.058,137.4535054,53.5682016,2025-08-09T19:18:00.760937
HD 233832 b,HD 233832,2,1,Radial Velocity,2018,2058.0,2.827,13.5,1.2,,,,0.68,0.71,4981.0,58.742,171.5196515,50.3763099,2025-08-09T19:18:00.760939
HD 23472 d,HD 23472,1,5,Transit,2022,3.97664,0.04298,0.75,0.06691063,0.55,0.00173049352382149,909.0,0.71,0.67,4684.0,39.0341,55.4590314,-62.7672667,2025-08-09T19:18:00.760940
HD 23472 e,HD 23472,1,5,Transit,2022,7.90754,0.068,0.818,0.0729772,0.72,0.0022653733402754,723.0,0.71,0.67,4684.0,39.0341,55.4590314,-62.7672667,2025-08-09T19:18:00.760941
HD 23472 f,HD 23472,1,5,Transit,2022,12.1621839,0.0906,1.137,0.10143652,0.77,0.00242269093335008,630.0,0.71,0.67,4684.0,39.0341,55.4590314,-62.7672667,2025-08-09T19:18:00.760943
HD 23472 b,HD 23472,1,5,Transit,2019,17.667087,0.1162,2.0,0.17842836,8.32,0.0261776474876269,543.0,0.71,0.67,4684.0,39.0341,55.4590314,-62.7672667,2025-08-09T19:18:00.760944
HD 23472 c,HD 23472,1,5,Transit,2019,29.79749,0.1646,1.87,0.16683051,3.41,0.0107290598476932,467.0,0.71,0.67,4684.0,39.0341,55.4590314,-62.7672667,2025-08-09T19:18:00.760946
HD 235088 b,HD 235088,1,1,Transit,2023,7.4341325,0.0706,1.982,0.1768225,4.15,0.0130573602251985,805.0,0.772,0.849,5075.0,41.1706,300.6154535,53.3774418,2025-08-09T19:18:00.760947
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1535.11912,2.694,12.4,1.1,3786.607640998,11.914,,1.53,1.1,6040.0,52.0018,57.0018601,40.5307308,2025-08-09T19:18:00.760949
HD 238090 b,HD 238090,1,1,Radial Velocity,2020,13.671,0.0932,2.52,0.225,,,469.6,0.57,0.578,3933.0,15.2354,183.0886375,54.486153,2025-08-09T19:18:00.760950
HD 238914 b,HD 238914,1,1,Radial Velocity,2018,4100.0,5.7,12.8,1.14,,,,12.73,1.47,4769.0,519.452,279.5842102,59.2538819,2025-08-09T19:18:00.760952
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,501.75,1.16,12.8,1.14,,,,25.456816,0.82,4297.0,372.405,347.6219227,57.0294818,2025-08-09T19:18:00.760953
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,745.70001,1.92,12.2,1.09,,,,71.23,8.76,3926.0,933.377,348.9259334,58.0432233,2025-08-09T19:18:00.760954
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,515.4,1.3,9.35,0.834,,,,1.387296,1.10394,5776.49,46.6224,57.5962104,17.4752873,2025-08-09T19:18:00.760956
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,3668.0,4.92,13.0,1.16,,,,1.3,1.11,5802.0,46.6224,57.5962104,17.4752873,2025-08-09T19:18:00.760957
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,535.59998,1.29,12.3,1.1,,,,40.0,1.61,4052.0,300.247,59.1510071,74.0800789,2025-08-09T19:18:00.760959
HD 24085 b,HD 24085,1,1,Radial Velocity,2019,2.0455,0.034,3.46,0.309,,,,1.412551,1.22,6034.0,54.9004,56.2563447,-70.0245193,2025-08-09T19:18:00.760960
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,6134.427,6.248,12.5,1.12,2884.928450339,9.077,,0.83,0.86,5160.0,37.433,59.4335463,-20.2673347,2025-08-09T19:18:00.760961
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,1802.29,2.971,13.9,1.24,,,,1.23,1.076,6125.0,55.6146,58.9574779,-65.1863239,2025-08-09T19:18:00.760963
HD 25463 c,HD 25463,1,2,Transit,2023,3.04405,0.0443,1.36354953,0.12164795,4.3,0.0135293130044225,1585.57,1.4182,1.251,6353.0,45.6181,60.7483361,9.2077676,2025-08-09T19:18:00.760964
HD 25463 b,HD 25463,1,2,Transit,2023,7.0491423,0.076,2.54535814,0.22708203,8.7,0.0273732611949944,1198.46,1.4182,1.251,6353.0,45.6181,60.7483361,9.2077676,2025-08-09T19:18:00.760966
HD 25723 b,HD 25723,1,1,Radial Velocity,2020,457.01,1.49,13.3,1.18,,,,13.76,2.12,4766.0,114.816,61.0947182,-12.7922241,2025-08-09T19:18:00.760967
HD 25912 b,HD 25912,1,2,Radial Velocity,2022,41.83156,0.242,6.9,0.616,,,,0.995896,1.08,5920.58,49.1661,60.9074988,-51.9315058,2025-08-09T19:18:00.760968
HD 25912 c,HD 25912,1,2,Radial Velocity,2022,26308.65619,17.848,12.2,1.09,5252.750082489,16.527,,0.995896,1.08,5920.58,49.1661,60.9074988,-51.9315058,2025-08-09T19:18:00.760970
HD 260655 b,HD 260655,1,2,Transit,2022,2.76953,0.02933,1.24,0.11062558,2.14,0.00673319298359633,709.0,0.439,0.439,3803.0,10.0055,99.2915429,17.5662696,2025-08-09T19:18:00.760971
HD 260655 c,HD 260655,1,2,Transit,2022,5.70588,0.04749,1.533,0.13676533,3.09,0.00972222725201527,557.0,0.439,0.439,3803.0,10.0055,99.2915429,17.5662696,2025-08-09T19:18:00.760973
HD 26161 b,HD 26161,1,1,Radial Velocity,2021,10942.29013,10.087,11.9,1.06,9045.39646322,28.46,,1.455981,1.12,6057.62,40.9128,62.4122255,31.6524346,2025-08-09T19:18:00.760974
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,3.4442,0.04,14.3,1.28,,,,0.94,0.77,5186.0,54.9621,7.4990038,-5.76496,2025-08-09T19:18:00.760976
HD 2685 b,HD 2685,1,1,Transit,2019,4.12688,0.0568,16.14096,1.44,371.8611,1.17,2061.0,1.56,1.43,6801.0,196.852,7.3289156,-76.304032,2025-08-09T19:18:00.760977
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,428.1,1.271,13.5,1.21,,,,3.18,1.23,4846.0,18.2704,64.1205476,-59.3028771,2025-08-09T19:18:00.760978
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,2198.14,3.242,13.5,1.21,495.81231492,1.56,,0.923,0.944,5737.0,50.2862,64.9392168,-41.9606604,2025-08-09T19:18:00.760980
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,18.01939,0.125,14.1,1.26,,,,0.891767,0.81,4875.0,43.8214,65.1975693,-59.4096776,2025-08-09T19:18:00.760981
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,36.07,0.198,8.24,0.735,,,,0.891767,0.8,4875.0,43.8214,65.1975693,-59.4096776,2025-08-09T19:18:00.760983
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,5019.54244,5.362,12.7,1.13,2063.659846651,6.493,,0.891767,0.81,4875.0,43.8214,65.1975693,-59.4096776,2025-08-09T19:18:00.760985
HD 27969 b,HD 27969,1,1,Radial Velocity,2021,654.5,1.552,12.9,1.15,,,261.0,1.27,1.16,5966.0,67.9328,66.7068364,42.90872,2025-08-09T19:18:00.760986
HD 28109 b,HD 28109,1,3,Transit,2022,22.89104,0.1357,2.199,0.19618198,18.496,0.0581949240301859,881.2,1.446,1.26,6120.0,139.611,65.2383065,-68.1026875,2025-08-09T19:18:00.760988
HD 28109 c,HD 28109,1,3,Transit,2022,56.00819,0.308,4.23,0.37737597,7.943,0.0249914728358438,585.2,1.446,1.26,6120.0,139.611,65.2383065,-68.1026875,2025-08-09T19:18:00.760989
HD 28109 d,HD 28109,1,3,Transit,2022,84.25999,0.411,3.25,0.28994608,5.681,0.0178744249251452,506.5,1.446,1.26,6120.0,139.611,65.2383065,-68.1026875,2025-08-09T19:18:00.760991
HD 28185 b,HD 28185,1,2,Radial Velocity,2001,385.52775,1.035,12.8,1.14,,,,1.03,0.99,5662.0,39.3809,66.6100461,-10.5510754,2025-08-09T19:18:00.760992
HD 28185 c,HD 28185,1,2,Radial Velocity,2022,17417.92079,13.176,12.1,1.08,6241.832085073,19.639,,1.03,0.99,5662.0,39.3809,66.6100461,-10.5510754,2025-08-09T19:18:00.760994
HD 28192 b,HD 28192,1,1,Radial Velocity,2022,14.23283,0.118,12.2,1.08,,,,1.07094,1.08,5919.87,49.8063,66.7032517,-1.7244842,2025-08-09T19:18:00.760995
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,1333.0,2.45,13.0,1.16,1207.7479466,3.8,,1.48,1.1,5664.0,55.2884,66.2108141,-50.6228081,2025-08-09T19:18:00.760996
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,6.0881,0.06,13.8,1.23,,,,0.69,0.82,4503.0,45.0293,61.755663,15.3349441,2025-08-09T19:18:00.760998
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,8.7836,0.066,2.83,0.253,,,450.0,0.478214,0.5,3703.49,9.47045,70.7353853,18.953358,2025-08-09T19:18:00.760999
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,380.2,1.18,13.5,1.21,,,,6.48,1.53,4972.0,189.908,67.8560643,4.5752495,2025-08-09T19:18:00.761001
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,1362.3,2.28,12.9,1.15,1420.69297929,4.47,,0.85,0.85,5560.0,30.9939,69.4681379,60.6762985,2025-08-09T19:18:00.761002
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,2443.0,3.43,13.3,1.18,,,,0.95,0.84,5505.0,56.433,80.8399887,-2.2780391,2025-08-09T19:18:00.761004
HD 29399 b,HD 29399,1,1,Radial Velocity,2022,892.7,1.913,13.5,1.21,,,,4.5,1.17,4845.0,44.1518,68.3903471,-62.8237576,2025-08-09T19:18:00.761005
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,312.08,1.117,13.9,1.24,,,,10.9,1.91,4853.0,110.103,8.2938367,54.8948177,2025-08-09T19:18:00.761006
HD 29985 b,HD 29985,1,1,Radial Velocity,2022,20608.14049,13.39,12.8,1.14,1739.474871511,5.473,,0.574666,0.75,4678.0,31.2707,70.5216589,-33.9210696,2025-08-09T19:18:00.761008
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2514.53422,3.604,12.6,1.12,2670.712104021,8.403,,1.019,0.98,5580.0,55.5867,70.4770964,-58.0208085,2025-08-09T19:18:00.761009
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,12085.45186,10.258,12.7,1.14,1954.64470305,6.15,,1.019,0.98,5580.0,55.5867,70.4770964,-58.0208085,2025-08-09T19:18:00.761011
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1157.0,2.34,13.6,1.21,467.20775829,1.47,,1.61,1.12,5882.0,26.1597,72.1529519,-5.6751152,2025-08-09T19:18:00.761012
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,1684.0,2.69,14.3,1.27,,,,0.91,0.92,5400.0,58.0844,72.1198522,-28.4190757,2025-08-09T19:18:00.761014
TOI-784 b,HD 307842,1,1,Transit,2023,2.7970365,0.038,1.93,0.17218336,9.67,0.0304252225006432,1256.0,0.907,0.91,5558.0,64.5997,159.3412205,-63.6556923,2025-08-09T19:18:00.761015
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,847.0,1.85,13.5,1.21,,,,4.4,1.17,4895.0,131.199,72.5745099,-24.3689282,2025-08-09T19:18:00.761017
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,466.0,1.26,14.1,1.26,,,,1.75,1.7,6130.0,58.1438,73.6822877,12.3520103,2025-08-09T19:18:00.761018
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,16.5535,0.1254,3.22,0.288,,,,1.073694,0.96,5898.0,38.4473,73.9096193,-23.2413163,2025-08-09T19:18:00.761019
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,51.2053,0.2663,3.85,0.343,,,,1.073694,0.96,5898.0,38.4473,73.9096193,-23.2413163,2025-08-09T19:18:00.761021
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,271.6737,0.8098,3.46,0.309,,,,1.073694,0.96,5898.0,38.4473,73.9096193,-23.2413163,2025-08-09T19:18:00.761022
HD 3167 b,HD 3167,1,4,Transit,2016,0.959641,0.01796,1.67,0.14898768,4.97,0.0156373687516233,1774.0,0.88,0.837,5261.0,47.2899,8.7401487,4.3807215,2025-08-09T19:18:00.761024
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,8.4112,0.0763,1.92,0.171,,,859.5,0.88,0.837,5261.0,47.2899,8.7401487,4.3807215,2025-08-09T19:18:00.761025
HD 3167 c,HD 3167,1,4,Transit,2016,29.8454,0.1776,3.0,0.26764253,11.13,0.0350188962184239,564.0,0.88,0.837,5261.0,47.2899,8.7401487,4.3807215,2025-08-09T19:18:00.761026
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,96.63,0.3885,2.83,0.253,,,374.8,0.88,0.837,5261.0,47.2899,8.7401487,4.3807215,2025-08-09T19:18:00.761028
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,157.35,0.594,13.2,1.18,,,,10.22,1.13,4580.0,122.115,77.4037569,69.6391355,2025-08-09T19:18:00.761029
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,2372.0,3.41,13.4,1.19,657.90480249,2.07,,1.111044,0.94,5727.0,38.0786,76.9820146,26.3276805,2025-08-09T19:18:00.761031
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.38773,0.04,14.3,1.27,,,990.0,0.84,0.47,5000.0,45.2989,237.4054997,-49.9639199,2025-08-09T19:18:00.761032
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,621.62,1.44,13.6,1.21,,,,1.1112,1.03,5544.0,50.1928,295.6200054,31.7395451,2025-08-09T19:18:00.761033
HD 33142 d,HD 33142,1,3,Radial Velocity,2022,89.9,0.452,9.32,0.832,,,,4.17,1.52,5025.4,121.375,76.8980559,-13.9863374,2025-08-09T19:18:00.761035
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,330.0,1.074,13.7,1.22,,,,4.17,1.52,5025.4,121.375,76.8980559,-13.9863374,2025-08-09T19:18:00.761036
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,810.2,1.955,13.9,1.24,,,,4.17,1.52,5025.4,121.375,76.8980559,-13.9863374,2025-08-09T19:18:00.761037
HD 332231 b,HD 332231,1,1,Transit,2020,18.712024,0.145,9.07303305,0.80944319,74.1,0.233144672936677,798.3,1.266,1.1642,6128.0,80.6665,306.741134,33.7443882,2025-08-09T19:18:00.761039
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.1991,0.1508,12.5,1.12,,,,1.97,1.38,5935.0,89.8623,77.0044889,-26.7976689,2025-08-09T19:18:00.761040
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,388.0,1.1,12.5,1.12,,,,1.4367,1.25,6250.0,20.9531,80.6378979,79.2318488,2025-08-09T19:18:00.761046
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,551.40002,1.6,13.4,1.19,,,,5.39,1.84,4861.0,105.779,78.1505649,-14.9509775,2025-08-09T19:18:00.761047
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,916.0,2.24,13.5,1.2,,,,5.29,1.78,4861.0,105.779,78.1505649,-14.9509775,2025-08-09T19:18:00.761049
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,49.175,0.2687,4.26,0.38,,,,1.38,1.07,5836.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761050
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,117.87,0.4817,6.07,0.542,,,,1.38,1.07,5836.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761052
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,214.67,0.7181,8.42,0.752,,,,1.38,1.07,5836.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761054
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,676.8,1.543,6.88,0.613,,,,1.38,1.07,5836.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761055
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,1049.0,2.07,13.9,1.24,,,,1.38,1.14,5879.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761057
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,5700.0,6.36,13.6,1.21,,,,1.38,1.07,5836.0,46.0907,79.4207483,7.3527156,2025-08-09T19:18:00.761058
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,82.467,0.389,13.0,1.16,,,,1.759974,1.15,6060.0,71.2423,82.8886636,64.3183753,2025-08-09T19:18:00.761060
HD 35843 b,HD 35843,1,2,Radial Velocity,2025,9.8991,0.088,2.29,0.204,,,,0.897,0.94,5666.0,69.6026,81.3488924,-44.4312849,2025-08-09T19:18:00.761061
HD 35843 c,HD 35843,1,2,Transit,2025,46.9622,0.25,2.54,0.22660401,11.32,0.0356167030721077,479.0,0.897,0.94,5666.0,69.6026,81.3488924,-44.4312849,2025-08-09T19:18:00.761063
HD 360 b,HD 360,1,1,Radial Velocity,2021,273.1,0.98,14.0,1.25,,,,10.86,1.69,4770.0,111.542,2.072903,-8.8242618,2025-08-09T19:18:00.761064
HD 36384 b,HD 36384,1,1,Radial Velocity,2023,490.0,1.3,12.7,1.13,,,,38.4,1.14,3940.0,209.309,84.9319998,75.0439884,2025-08-09T19:18:00.761065
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.25,0.295,10.1,0.899,,,,0.871954,0.799,5221.0,11.1336,9.8387218,21.2488844,2025-08-09T19:18:00.761067
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,154.378,0.53364,14.0,1.25,,,,0.949168,0.85,5698.64,31.6634,84.2599947,20.7289784,2025-08-09T19:18:00.761068
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,885.5,1.71,14.1,1.25,,,,0.949168,0.85,5698.64,31.6634,84.2599947,20.7289784,2025-08-09T19:18:00.761070
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,1862.0,2.807,14.0,1.25,,,,0.949168,0.85,5698.64,31.6634,84.2599947,20.7289784,2025-08-09T19:18:00.761071
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.01292,0.277,13.2,1.18,,,,0.91,0.94,5329.0,46.7864,85.0074276,6.0595116,2025-08-09T19:18:00.761073
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2720.0,3.74,13.1,1.17,,,,0.91,0.94,5329.0,46.7864,85.0074276,6.0595116,2025-08-09T19:18:00.761074
HD 3765 b,HD 3765,1,1,Radial Velocity,2021,1211.0,2.108,8.56,0.764,,,,0.83061,0.851785,5049.8,17.926,10.2072994,40.1842918,2025-08-09T19:18:00.761076
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,363.20001,1.02,14.0,1.25,,,,1.49,1.37,5981.0,38.0615,84.2605324,-73.6998131,2025-08-09T19:18:00.761077
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.3099,0.115,14.1,1.25,,,,2.857838,0.98,5697.0,42.3538,86.6451363,1.1675866,2025-08-09T19:18:00.761078
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2127.60566,3.226,12.5,1.11,3299.05886466,10.38,,2.857838,0.98,5697.0,42.3538,86.6451363,1.1675866,2025-08-09T19:18:00.761080
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,685.25,1.623,12.5,1.11,,,,2.029,1.207,5338.0,91.4349,86.9963141,-8.3280256,2025-08-09T19:18:00.761081
pi Men c,HD 39091,1,3,Transit,2018,6.267852,0.068,2.11,0.18824192,4.3,0.0135293130044225,1169.8,1.17,1.07,5998.0,18.2702,84.2992798,-80.4646041,2025-08-09T19:18:00.761083
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,2088.8,3.28,12.3,1.1,4481.3805387,14.1,,1.17,1.07,5998.0,18.2702,84.2992798,-80.4646041,2025-08-09T19:18:00.761084
HD 39194 b,HD 39194,1,3,Radial Velocity,2021,5.6368,0.056,1.83,0.163,,,,0.783742,0.67,5205.0,26.4131,86.129071,-70.1382377,2025-08-09T19:18:00.761086
HD 39194 c,HD 39194,1,3,Radial Velocity,2021,14.03,0.103,2.39,0.213,,,,0.783742,0.67,5205.0,26.4131,86.129071,-70.1382377,2025-08-09T19:18:00.761087
HD 39194 d,HD 39194,1,3,Radial Velocity,2021,33.91,0.185,1.83,0.163,,,,0.783742,0.67,5205.0,26.4131,86.129071,-70.1382377,2025-08-09T19:18:00.761088
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,3.2498,0.041,2.85,0.254,,,,0.744665,0.87,5576.0,23.2599,88.6260731,-19.7044472,2025-08-09T19:18:00.761090
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3123,0.0468,1.83,0.163,,,910.0,0.716684,0.77,4956.0,12.9363,88.5172191,-60.0237289,2025-08-09T19:18:00.761091
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6184,0.0799,2.46,0.219,,,696.0,0.716684,0.77,4956.0,12.9363,88.5172191,-60.0237289,2025-08-09T19:18:00.761093
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.432,0.1321,3.04,0.272,,,541.0,0.716684,0.77,4956.0,12.9363,88.5172191,-60.0237289,2025-08-09T19:18:00.761094
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.76,0.247,2.13,0.19,,,398.0,0.716684,0.77,4956.0,12.9363,88.5172191,-60.0237289,2025-08-09T19:18:00.761096
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,197.8,0.6,2.56,0.229,,,255.0,0.716684,0.77,4956.0,12.9363,88.5172191,-60.0237289,2025-08-09T19:18:00.761097
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,578.6,1.4,13.2,1.18,,,,8.56,2.0,4869.0,116.593,91.6628015,63.453875,2025-08-09T19:18:00.761098
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,264.14999,0.85,12.9,1.15,,,,1.21,1.45,6165.0,34.0883,91.1253346,44.2597855,2025-08-09T19:18:00.761100
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,526.5239,1.28,13.5,1.2,,,,1.077514,1.008,5688.0,41.8727,10.8027515,-37.9831248,2025-08-09T19:18:00.761101
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,857.5,1.67,13.5,1.21,,,,0.82,0.83,5405.0,36.7984,92.485473,34.1341722,2025-08-09T19:18:00.761103
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,431.88,1.17,13.3,1.19,,,,1.42,1.25,5596.0,81.3795,11.1722288,20.4483925,2025-08-09T19:18:00.761106
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,6700.0,6.95,13.3,1.19,,,,1.49795,0.99,5582.0,81.3795,11.1722288,20.4483925,2025-08-09T19:18:00.761107
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,832.97,1.662,13.9,1.24,,,,0.846,0.883,5717.0,34.1937,11.1125532,-26.5150392,2025-08-09T19:18:00.761109
HD 42618 b,HD 42618,1,1,Radial Velocity,2016,149.61,0.554,3.89,0.347,,,337.0,0.999,1.015,5727.0,24.3358,93.0032173,6.7819742,2025-08-09T19:18:00.761110
